mil,5 mil,10 mil,50 mil,100 mil,Sort
0.11324214935302734,2.7626688480377197,14.22490406036377,477.8658273220062,1423.2220232486725,Bubble Sort
0.07136082649230957,2.2059009075164795,10.12782883644104,270.12106370925903,1078.946636915207,Bubble Sort
0.07234358787536621,2.515852689743042,9.883246421813965,268.34807562828064,1221.1980752944946,Bubble Sort
0.07280921936035156,2.4529943466186523,9.814146757125854,267.174898147583,1210.2865006923676,Bubble Sort
0.07730460166931152,2.442049264907837,9.865769147872925,266.09125208854675,1225.7589185237885,Bubble Sort
0.08134675025939941,2.477262258529663,9.84952163696289,243.71248173713684,1203.8926918506622,Bubble Sort
0.0723264217376709,2.4325478076934814,9.921014308929443,234.29120898246765,1200.1902770996094,Bubble Sort
0.07380127906799316,2.4367263317108154,9.834492444992065,232.89141297340393,988.2723443508148,Bubble Sort
0.07232522964477539,2.4389305114746094,9.9686439037323,238.20468640327454,986.1669316291809,Bubble Sort
0.09825396537780762,2.537639617919922,9.9959557056427,265.8803517818451,1012.194797039032,Bubble Sort
0.08130693435668945,2.528569459915161,10.067673921585083,264.7434799671173,1011.6787056922913,Bubble Sort
0.07433867454528809,2.414182186126709,10.17216157913208,267.7558214664459,1007.6560645103455,Bubble Sort
0.08281493186950684,2.4281625747680664,10.035820245742798,256.7454249858856,1011.1885931491852,Bubble Sort
0.08232927322387695,2.441638469696045,10.023882150650024,273.81539821624756,1003.2292988300323,Bubble Sort
0.07834458351135254,2.4803783893585205,10.188899755477905,270.05392146110535,1010.3897905349731,Bubble Sort
0.07733702659606934,2.4600682258605957,10.052271366119385,272.9726870059967,1004.2875335216522,Bubble Sort
0.07835793495178223,2.4113314151763916,10.042314052581787,275.10584807395935,1120.3539707660675,Bubble Sort
0.07679057121276855,2.4250521659851074,10.046574354171753,269.88612151145935,1105.7210657596588,Bubble Sort
0.07433962821960449,2.5613491535186768,13.518707990646362,272.8074793815613,1096.9549670219421,Bubble Sort
0.07738852500915527,2.4148592948913574,15.627344131469727,273.30799627304077,1162.8159532546997,Bubble Sort
